order_details_id;order_id;pizza_id;quantity
21103;9254;napolitana_l;1
16986;7476;mediterraneo-m;1
36260;16007;thai ckn l;1
23546;10353;;1
36493;16112;four_cheese_l;1
34098;15055;sicilian-s;1
8053;3533;v3ggi3_v3g_l;
14318;6262;big_meat_s;1
23753;10448;brie_carre_s;1
32435;14334;ital_supr_m;1
27087;11922;napolitana_l;1
37984;16769;ckn_alfredo_m;one
2066;922;pepperoni_m;1
29460;13015;thai_ckn_l;1
29380;12980;four ch33s3 m;one
35655;15741;cali_ckn_s;1
42431;18666;spin_pesto_s;1
36570;16138;soppressata_l;One
21711;9529;southw-ckn-l;1
14879;6517;the greek s;1
22712;9987;sicilian_s;-1
47932;21066;pepperoni_l;1
13511;5927;mexicana_l;
4815;2129;it@l-supr-l;1
15488;6792;spicy_ital_l;1
35169;15528;thai_ckn_l;1
46868;20580;ital_supr_m;1
35014;15456;mexicana_l;one
22083;9700;five-cheese-l;1
6157;2725;ital-supr-l;1
29923;13217;cali_ckn_m;1
4403;1957;veggie_veg_s;-1
43637;19190;ital_cpcll0_l;one
19917;8757;;1
6881;3036;ckn_pesto_m;1
6755;2980;veggie-veg-m;1
28260;12451;spicy_ital_s;1
24887;10944;cali_ckn_m;1
26326;11593;cali_ckn_m;One
11852;5203;cali-ckn-s;1
14145;6192;cali_ckn_m;1
14556;6366;napolitana-s;1
46686;20503;ital_cpcllo_l;1
190;80;thai-ckn-m;1
17921;7862;calabrese_s;
22459;9866;four_cheese_l;
45229;19875;;
32921;14553;mexicana_l;one
1976;879;veggie_veg_m;1
7922;3478;;1
43253;19012;sicilian_s;1
46035;20208;c@li-ckn-s;1
24501;10765;classic-dlx-l;1
8182;3589;veggie_veg_s;1
31930;14091;five_cheese_l;one
17894;7848;green garden m;1
45348;19926;thai_ckn_s;1
46678;20498;thai_ckn_l;1
37134;16398;peppr_salami_m;1
7339;3234;brie_carre_s;1
20929;9182;four_cheese_l;1
18774;8250;spin_pesto_l;
9841;4306;cali_ckn_l;
46126;20256;classic_dlx_l;1
43964;19323;ital_cpcllo_m;one
3103;1373;spicy_it@l_s;1
22045;9675;pepperoni_l;1
25355;11158;pepperoni_s;1
999;438;veggie_veg_m;
41515;18273;mexicana_l;1
44561;19580;peppr_salami_m;-1
8277;3634;classic-dlx-m;1
23022;10130;spicy_ital_l;1
18154;7965;spicy_ital_m;1
32935;14558;th@i_ckn_l;one
28228;12438;mexicana_l;1
46902;20597;hawaiian m;One
41222;18155;spicy_ital_l;one
13772;6033;sicilian_s;1
2839;1254;;1
6128;2715;soppressata-s;1
28717;12651;spin_pesto_l;1
18335;8049;sicilian_m;1
10813;4732;the greek l;1
39775;17509;napolitana_l;1
35039;15470;big_meat_s;1
14859;6510;;1
40167;17707;;1
37681;16637;h@w@ii@n_s;1
25878;11387;sicilian_l;
8539;3738;ital_cpcllo_s;one
36505;16116;pepperoni_l;1
33956;14996;five-cheese-l;one
7422;3270;mexicana_l;1
28288;12460;peppr_salami_l;One
24761;10892;;1
48461;21285;spicy_ital_l;1
19870;8737;ital_veggie_m;1
8048;3530;veggie_veg_m;1
26307;11583;sicilian_l;1
34016;15024;pepper0ni_l;One
44677;19628;spinach_fet_m;1
27165;11955;ital_supr_m;one
21770;9556;mexicana_l;
1299;575;pepperoni l;1
473;201;ital_supr_l;1
30973;13682;;1
4591;2034;big_meat_s;
18571;8153;hawaiian_m;1
26675;11749;peppr_salami_l;1
48030;21114;classic-dlx-m;1
43673;19200;mexic@n@_l;one
32272;14258;ital_cpcllo_l;1
576;251;mexicana_m;
31843;14056;mediterraneo-s;1
34859;15393;green_garden_s;One
28352;12490;;One
47455;20852;ital cpcllo m;1
30603;13515;five_cheese_l;one
34039;15034;pep_msh_pep_l;1
22967;10108;spinach_fet_s;1
6705;2958;prsc_argla_s;one
12914;5666;spinach_fet_s;1
24083;10580;;One
10881;4764;five_cheese_l;one
43888;19291;pep msh pep m;1
2255;1005;bbq_ckn_l;1
11349;4983;soppressata_m;1
17288;7603;;One
3172;1405;cali-ckn-s;
7119;3140;prsc_argla_s;1
36072;15927;spinach_supr_s;1
41440;18241;thai_ckn_m;1
16425;7232;southw-ckn-l;1
48282;21211;thai_ckn_l;1
45989;20187;southw_ckn_l;1
11104;4866;p3ppr-salami-l;One
24538;10783;classic_dlx_m;1
39569;17424;southw-ckn-l;1
19344;8506;spinach_fet_l;
28184;12415;five_cheese_l;1
1031;443;spicy_ital_s;One
25307;11136;veggie_veg_s;1
27196;11966;mediterraneo_m;1
11894;5221;c@li-ckn-l;1
36799;16240;ital_cpcllo_s;one
19432;8543;ckn_pesto_m;1
5891;2612;;1
9319;4080;classic-dlx-m;1
34955;15432;mexicana-l;one
31426;13872;sicilian_l;1
34357;15164;prsc_argla_m;one
20282;8911;;
25364;11161;mexic@n@_m;1
12778;5609;hawaiian_l;1
45976;20180;spicy_ital_m;1
6680;2948;;1
2589;1145;spicy_ital_m;one
23481;10320;;
13683;5996;the-greek-xl;1
15625;6848;bbq_ckn_m;one
6939;3063;four_cheese_l;1
33291;14716;mediterraneo_m;1
19881;8741;hawaiian_s;1
20015;8805;bbq_ckn_l;1
46453;20404;sicilian-s;1
43168;18978;bbq_ckn_s;one
7316;3225;classic-dlx-l;1
5393;2382;big_meat_s;1
35093;15495;bbq_ckn_l;one
15845;6962;classic_dlx_s;1
8782;3853;calabrese-l;1
13361;5859;peppr-salami-l;1
30951;13672;ckn_alfredo_l;1
22455;9864;h@w@ii@n-l;one
32646;14422;mediterraneo_s;one
20719;9094;prsc_@rgl@_m;1
44088;19374;veggie_veg_l;1
40241;17742;;1
25335;11150;veggie_veg_m;-1
13778;6036;ckn-pesto-m;One
26352;11599;prsc_argla_l;1
9816;4298;ital-cpcllo-l;1
16053;7062;pepperoni_l;1
17494;7686;pep-msh-pep-s;1
25777;11344;thai_ckn_l;-1
13746;6023;peppr_salami_l;one
48325;21228;bbq_ckn_l;one
38863;17129;sicilian_m;One
10383;4543;ital-veggie-s;1
10395;4549;peppr-salami-s;1
43025;18910;ital-veggie-m;-1
33920;14979;soppressata_s;1
46780;20541;;1
38897;17144;ckn-pesto-l;2
48442;21272;ital_veggie_m;1
32654;14425;four-cheese-l;1
13475;5908;southw_ckn_m;1
885;389;spin_pesto_l;1
48619;21349;mexicana-l;
36813;16242;sicilian_m;one
2894;1274;thai_ckn_s;1
34443;15205;brie_carre_s;
22612;9942;hawaiian_m;1
11218;4925;four_ch33s3_m;1
5164;2288;th@i ckn l;1
20893;9164;s0uthw ckn m;1
36751;16220;classic_dlx_s;1
39930;17574;napolitana_m;1
280;117;p3ppr_salami_m;1
27161;11955;cali-ckn-m;1
3323;1469;prsc-argla-m;1
32067;14163;bbq_ckn_m;
24911;10956;spinach_fet_m;1
37361;16493;sicilian-s;1
21488;9429;bri3-carr3-s;1
13708;6006;peppr_salami_s;1
23802;10467;big_meat_s;1
17503;7690;the-greek-xl;
21023;9214;pepperoni_l;1
22180;9744;pepper0ni_m;1
3112;1377;ital_veggie_s;1
27977;12317;;One
28958;12774;napolitana-s;1
11681;5136;ckn_pest0_s;
12946;5681;five_cheese_l;1
3120;1380;pepperoni_m;1
13566;5950;sicilian-m;1
26188;11531;classic_dlx_m;1
12746;5596;mediterraneo_l;1
24516;10771;soppressata_l;1
31718;14006;thai_ckn_l;one
32315;14277;spin-pesto-l;1
39617;17447;;
27669;12187;bbq_ckn_m;1
41218;18153;spin@ch_supr_m;1
20964;9197;spinach fet s;1
14250;6232;green-garden-m;1
11450;5032;hawaiian_l;1
911;396;spinach_fet_s;one
1851;822;the_greek_xl;1
18438;8098;spin-pesto-m;1
28668;12626;green_garden_m;1
27530;12116;ital-cpcllo-m;1
40676;17922;veggie_veg_m;1
9710;4253;;1
40548;17863;cali-ckn-s;
38812;17111;ckn_pesto_m;one
14248;6230;pep-msh-pep-l;1
43567;19153;spicy_ital_l;one
32135;14193;prsc-argla-l;one
25824;11362;;1
36250;16002;th@i_ckn_l;2
39624;17450;;1
20777;9115;cali_ckn_l;1
35610;15723;cali ckn m;1
29656;13101;five_cheese_l;1
19157;8419;veggie_veg_s;one
23170;10189;classic_dlx_m;1
32691;14447;bbq_ckn_l;One
27914;12289;napolitana-s;1
191;81;th@i ckn l;1
2916;1285;pepperoni_s;1
21666;9509;peppr_salami_l;1
18917;8303;soppressata_l;
19744;8682;the_greek_xl;1
21407;9391;big-meat-s;1
3794;1685;ital_cpcllo_l;1
29968;13235;four_cheese_l;1
35184;15538;prsc_argla_s;1
47230;20755;ital_cpcllo_s;1
9761;4274;four-cheese-l;1
1346;598;prsc_argla_l;1
25899;11396;prsc_argla_m;1
11856;5205;mediterraneo_l;1
39718;17485;spinach_fet_m;1
14360;6281;;one
42347;18630;;One
34022;15027;;1
27592;12149;hawaiian_s;1
29553;13056;veggie_veg_s;1
29522;13043;southw-ckn-m;1
909;394;veggie_veg_s;
44364;19501;;1
38786;17098;the_greek_l;1
5952;2637;bbq_ckn_l;1
25854;11378;pep_msh_pep_l;1
401;169;four-cheese-l;1
32961;14572;ital_cpcllo_l;1
45168;19855;spicy_ital_l;1
14356;6280;big_meat_s;1
18648;8192;veggie_veg_l;
7419;3269;hawaiian-s;1
23146;10180;five cheese l;1
27951;12305;;1
28107;12373;southw_ckn_l;1
21213;9301;;1
14335;6273;;1
45980;20182;brie_carre_s;1
34940;15427;pepperoni_s;1
5644;2502;five cheese l;1
36864;16266;prsc_argla_s;1
9727;4261;hawaiian_s;1
25676;11295;four cheese m;2
16867;7424;hawaiian-s;-1
28241;12444;hawaiian_l;two
30745;13576;pepperoni_l;1
46154;20270;napolitana_l;1
41581;18294;four_cheese_l;1
37026;16346;spinach supr l;1
19369;8517;four_cheese_l;1
38921;17157;four_cheese_m;1
2875;1269;;1
42056;18504;mediterraneo m;One
47146;20721;cali_ckn_l;one
38381;16931;bbq_ckn_m;2
8538;3737;cali_ckn_m;2
11244;4936;sicilian_s;1
26925;11848;classic_dlx_s;1
3634;1613;four cheese l;
35354;15609;veggie_veg_s;1
40163;17707;cali ckn m;1
21128;9267;;1
34340;15157;southw_ckn_l;1
40631;17902;pepperoni_m;1
48488;21295;;1
4997;2209;spicy_ital_s;1
414;174;cali_ckn_m;1
45888;20148;ckn_alfredo_m;1
44453;19536;spicy-ital-l;1
25661;11290;big_me@t_s;1
22556;9912;prsc_argla_l;1
47410;20837;southw-ckn-m;
2887;1274;ckn_pesto_l;1
30796;13598;classic_dlx_s;one
9965;4363;thai_ckn_s;1
41781;18377;hawaiian-s;1
48417;21259;nap0litana_l;1
22935;10089;cali-ckn-l;one
13923;6099;m3dit3rran3o_l;1
46762;20534;;one
14456;6325;prsc-argla-m;1
34081;15048;ckn alfredo m;1
31957;14106;pepperoni_s;1
73;27;;1
37212;16430;southw-ckn-l;one
14513;6347;spicy_ital_l;1
11776;5176;cali_ckn_m;1
24888;10945;;1
14960;6555;;1
17088;7517;prsc-argla-m;1
31266;13803;cali_ckn_m;1
15466;6783;cali_ckn_l;1
21536;9452;pep_msh_pep_l;1
20549;9030;the greek xl;1
1772;787;spicy-ital-l;one
10363;4533;thai-ckn-s;1
44072;19366;;1
946;413;;one
2008;895;hawaiian_l;1
35754;15785;four_cheese_m;1
39207;17278;;1
17757;7793;peppr_salami_m;1
26505;11676;cali_ckn_l;1
11281;4954;mediterraneo-l;1
14149;6193;prsc-argla-s;1
41742;18359;napolitana l;
16520;7274;ckn_pesto_m;1
9455;4137;spinach-fet-s;1
21307;9341;mediterraneo_l;1
48418;21260;prsc-argla-m;2
26682;11751;spinach_fet_m;1
1868;829;n@polit@n@-m;1
6250;2767;sicilian_s;one
41571;18287;thai_ckn_l;1
35026;15463;southw_ckn_s;One
25798;11351;;1
37422;16518;peppr salami s;one
10280;4496;peppr_salami_l;one
26368;11607;;1
20582;9039;ckn_alfredo_m;1
5301;2348;bbq-ckn-m;1
38746;17081;ital cpcll0 l;1
12921;5668;prsc argla m;1
36744;16214;hawaiian_s;1
32335;14287;spinach_fet_m;1
16110;7093;ital-supr-m;One
30177;13331;thai_ckn_l;1
31983;14120;veggie_veg_m;1
8485;3715;it@l_supr_l;1
45931;20163;thai-ckn-l;1
16657;7334;ital_supr_s;one
13459;5903;napolitana_l;1
15881;6979;bbq-ckn-m;-1
31365;13849;four cheese l;One
22960;10102;thai-ckn-m;1
42559;18717;;1
36409;16077;peppr-salami-l;1
42815;18832;;1
1804;800;s0uthw_ckn_s;2
27228;11980;four_cheese_m;1
12891;5654;napolitana-s;
31115;13740;spinach_fet_l;1
10349;4527;pepperoni_m;
35468;15661;bbq_ckn_m;1
4451;1980;ital_cpcllo_l;
10832;4741;;1
38552;16994;ital_veggie_s;1
44731;19655;;1
31889;14075;mediterraneo_s;1
34319;15145;ckn_pesto_s;1
42493;18694;cali_ckn_m;1
36919;16290;napolitana-l;one
38634;17031;spinach-supr-m;1
35668;15746;cali_ckn_l;1
47504;20873;pepperoni_l;1
34663;15303;ital-cpcllo-l;1
12205;5360;calabrese_l;1
5635;2497;calabrese-m;one
5250;2326;;one
5144;2277;soppressata_m;One
28338;12482;mexicana_l;1
42317;18618;hawaiian l;1
19875;8738;southw_ckn_l;One
47599;20912;four_cheese_l;1
13970;6122;;one
23695;10422;southw_ckn_m;1
9179;4021;ital-cpcllo-s;1
12145;5333;big_m3at_s;1
26813;11804;ital_supr_l;1
11069;4847;classic_dlx_m;1
765;332;sicilian_m;1
13398;5878;mexicana_l;one
36872;16269;southw_ckn_s;
19525;8584;;1
32436;14334;pepperoni_l;1
21108;9256;thai_ckn_l;one
18902;8293;mediterraneo_m;one
35604;15718;pepperoni_m;
45296;19907;big_meat_s;1
24836;10925;spinach_fet_l;one
11067;4846;pep-msh-pep-s;
15587;6830;ital-supr-m;1
2172;966;sicilian_s;one
7271;3203;;1
24811;10914;big_me@t_s;1
8305;3649;big_meat_s;1
44692;19635;bbq-ckn-l;1
10861;4755;prsc_argla_l;one
34131;15068;ital_supr_m;1
11371;4995;pepperoni_l;1
47751;20992;mexicana_l;one
33251;14699;;1
9023;3953;spicy_ital_l;1
19493;8570;four_cheese_m;
7385;3255;;One
812;354;green_garden_s;One
6347;2806;;1
37175;16413;southw-ckn-m;1
4755;2105;four-cheese-l;1
16447;7241;prsc-argla-m;1
1630;727;;1
39973;17595;four_cheese_l;1
39337;17328;cali_ckn_l;one
26598;11717;classic_dlx_m;1
602;267;four-cheese-l;1
39450;17370;bbq-ckn-l;1
31883;14073;green_garden_s;1
21683;9514;spinach_fet_s;1
25733;11323;prsc-@rgl@-l;One
29641;13099;big_meat_s;2
9509;4166;four_cheese_m;1
8246;3622;hawaiian_m;1
3901;1734;thai ckn s;one
21706;9526;;1
1054;453;;1
21313;9344;bbq-ckn-s;
23015;10127;spinach_fet_s;1
34252;15116;the_greek_xl;1
36891;16278;soppress@t@-l;one
10616;4647;cali_ckn_m;1
16813;7397;ckn_pesto_m;1
12650;5558;bbq ckn m;1
17546;7709;green_garden_s;1
44240;19446;spinach_fet_l;1
25597;11256;ital_veggie_l;1
16238;7144;napolitana-m;1
9766;4276;;1
40446;17814;spicy-ital-l;one
45792;20105;five_cheese_l;1
38699;17059;cali_ckn_s;1
46719;20516;four cheese l;One
28232;12441;ckn @lfredo m;1
9231;4045;napolitana_m;1
44926;19744;ital_cpcllo_l;one
30256;13368;;1
3914;1741;sicilian_s;1
35566;15700;ckn_alfredo_m;1
36992;16330;classic_dlx_m;2
23125;10175;;1
17987;7897;the-greek-s;1
34499;15230;pepperoni_l;One
26920;11846;big_meat_s;1
23743;10443;big me@t s;1
39717;17485;pep-msh-pep-s;One
3609;1600;;1
36195;15981;ital-cpcll0-s;1
3980;1775;peppr_salami_m;1
11814;5193;brie_carre_s;one
23896;10508;hawaiian m;one
16396;7218;;one
37927;16743;four_cheese_m;1
25424;11182;pepperoni_s;1
14913;6530;big_meat_s;1
40569;17874;thai_ckn_m;1
11355;4987;ckn-alfredo-m;1
8369;3667;peppr-salami-l;1
35694;15758;southw_ckn_l;1
2823;1246;;1
23943;10527;napolitana_l;1
25765;11339;five-cheese-l;1
18212;7993;spicy_ital_l;1
26107;11496;veggie_veg_m;
19698;8662;;One
2084;927;napolitana_m;1
2526;1119;big-me@t-s;1
34848;15388;bbq_ckn_l;1
42927;18873;ital-supr-l;1
20077;8829;prsc_argla_l;1
22013;9661;pepperoni-m;1
11843;5201;thai_ckn_l;1
32217;14233;the greek xl;
28647;12616;;1
17567;7713;soppressata_s;1
19649;8641;napolitana-l;1
11198;4912;veggie_veg_s;1
13814;6051;ckn_alfredo_m;1
18219;7997;mexicana_l;1
32929;14556;southw-ckn-s;one
33890;14964;spicy-ital-s;
39112;17238;spicy_ital_l;1
38937;17163;southw_ckn_l;1
7571;3336;;
40465;17823;classic_dlx_l;1
11134;4882;cali_ckn_s;1
28746;12667;spinach_supr_l;1
20413;8964;bbq ckn l;one
27435;12069;sicilian-l;one
41333;18195;spinach_fet_l;1
1330;591;four_cheese_l;
37907;16735;green garden s;1
13485;5913;the_greek_xl;-1
30878;13645;;1
44843;19706;spinach_fet_m;
36695;16192;southw_ckn_s;1
2879;1271;southw_ckn_l;
4477;1991;spinach_supr_s;one
3959;1764;soppr3ssata l;1
26286;11574;peppr_salami_l;-1
6052;2683;pepperoni_s;1
11636;5116;prsc argla l;1
47781;21008;pep-msh-pep-m;one
22552;9909;southw ckn l;one
6592;2915;pep_msh_pep_s;1
7456;3287;bbq-ckn-m;1
21898;9614;veggie_veg_m;1
7372;3249;classic-dlx-l;
8745;3832;;1
25558;11240;mediterr@neo-m;-1
37069;16367;ital_cpcllo_l;1
42341;18629;mediterraneo_m;1
36480;16106;pep_msh_pep_l;
21670;9512;pep_msh_pep_l;1
35087;15490;southw_ckn_l;1
16869;7424;pepperoni_m;1
3020;1331;thai_ckn_s;1
26048;11469;s0uthw_ckn_m;1
46538;20438;spinach_supr_m;1
20819;9133;five_cheese_l;1
34920;15419;classic_dlx_m;1
17992;7899;sicilian_s;1
35346;15606;sicilian_m;one
23531;10348;pep-msh-pep-s;1
30803;13604;napolitana_m;1
39514;17403;prsc_argla_m;1
38751;17083;southw-ckn-l;1
19025;8353;napolitana_m;1
20244;8895;big_meat_s;1
3758;1668;big_me@t_s;1
38854;17124;;1
11890;5219;pep-msh-pep-m;1
38880;17137;p3p_msh_p3p_l;1
4163;1849;sicilian-s;1
37283;16455;ital-v3ggi3-l;1
34067;15045;ital_cpcllo_s;one
43219;18996;spinach fet m;1
22610;9941;classic_dlx_l;1
15062;6597;;1
41034;18074;ckn_@lfredo_l;-1
46737;20524;;1
27858;12266;hawaiian_l;1
14910;6527;mediterraneo_l;1
47380;20822;ital_cpcllo_l;one
5387;2380;napolitana_m;
47248;20764;soppressata_s;1
11853;5203;h@w@ii@n_l;1
24035;10564;four_cheese_l;1
26538;11692;ital_cpcllo_l;1
2683;1187;southw_ckn_m;
23310;10248;spicy_it@l_l;1
29101;12837;pep_msh_pep_m;one
35074;15483;southw_ckn_l;1
38469;16965;spinach_supr_s;
48560;21323;sicilian_s;1
4973;2197;napolitana_s;1
10409;4555;;1
9955;4361;;1
24980;10990;pepperoni_m;1
35552;15694;napolitana-l;1
13465;5904;veggie_veg_l;
47336;20800;pepperoni_l;1
25438;11190;ital_veggie_m;-1
35688;15755;fiv3-ch33s3-l;
39681;17470;mediterraneo-s;1
24618;10821;southw_ckn_m;1
39366;17337;classic_dlx_m;1
27030;11896;sicilian_l;1
46653;20485;prsc_argla_m;
35297;15584;;one
1164;510;ital_supr_l;1
22038;9673;pepperoni_l;1
45510;19988;cali_ckn_m;1
7648;3366;veggie_veg_s;1
19484;8566;cali_ckn_m;1
40456;17819;soppressata-m;one
17023;7489;four-cheese-l;1
13625;5971;s0ppressata m;1
10186;4460;mexicana_l;1
25097;11045;mexicana_m;1
27335;12029;five-cheese-l;1
4330;1926;;1
28720;12653;calabrese_s;1
19159;8420;pep_msh_pep_s;
8205;3602;mexicana-l;
20295;8915;napolitana_l;1
34559;15255;ckn_pesto_l;one
14370;6286;peppr_salami_m;1
48287;21213;veggie_veg_s;one
23389;10283;sicilian m;one
14085;6169;calabrese_l;1
10973;4806;ital_supr_s;1
4731;2095;;1
28242;12444;ital-supr-l;1
18569;8151;cali_ckn_l;1
20537;9020;;one
16873;7426;classic dlx l;1
34308;15140;ital_supr_l;1
23635;10397;the-greek-xl;1
6568;2905;prsc_argla_s;1
30192;13339;th@i_ckn_l;1
36674;16180;;1
5973;2647;ital_cpcllo_m;1
7609;3355;hawaiian l;two
31917;14088;thai_ckn_l;1
40899;18012;thai-ckn-m;one
28289;12461;southw_ckn_s;1
39433;17363;mexic@n@_l;1
18290;8031;pepperoni_m;1
46004;20194;;1
32510;14371;pepperoni_m;1
6622;2927;;1
41269;18169;prsc_argla_l;1
31919;14089;bbq_ckn_s;2
12535;5512;peppr_salami_s;-1
1932;857;napolitana_s;1
8104;3556;ital-cpcllo-l;
6553;2897;soppress@t@_m;1
20642;9062;s0uthw_ckn_l;
15292;6701;the_greek_s;2
24097;10586;pepperoni_s;1
41199;18148;green_garden_s;one
3504;1557;hawaiian_l;1
9881;4325;ital_veggie_m;1
41789;18381;peppr-salami-l;1
22306;9797;spicy_ital_l;1
17337;7626;big_me@t_s;-1
23973;10539;classic_dlx_s;1
23505;10334;southw ckn s;-1
35344;15605;southw_ckn_s;1
16312;7174;sicilian_m;one
14391;6295;veggie_veg_m;1
7128;3144;ital_veggie_s;1
39154;17258;mexicana_s;1
41171;18134;the_greek_s;1
37211;16430;pep_msh_pep_l;1
21345;9360;;1
41917;18443;southw_ckn_m;1
32534;14382;five_cheese_l;1
32696;14449;sicilian-s;1
9222;4039;peppr_salami_m;1
10946;4794;cali_ckn_l;1
30474;13461;cl@ssic_dlx_m;One
8508;3728;ckn-alfredo-l;1
37831;16701;cali-ckn-l;1
24248;10656;peppr-salami-m;1
23134;10179;four-cheese-l;2
20789;9120;brie_carre_s;1
43926;19310;;1
4674;2073;ital_cpcllo_l;One
26424;11635;five_cheese_l;1
24710;10867;napolitana-m;1
31947;14101;spinach_supr_s;-1
9332;4087;five-cheese-l;1
10203;4470;pepperoni_s;
28370;12499;classic-dlx-s;one
30616;13523;bbq-ckn-s;1
31096;13733;ital supr l;-2
39016;17196;spinach-fet-l;1
15532;6808;southw-ckn-s;one
13627;5972;sicilian_m;1
25756;11333;spinach_fet_m;1
19641;8640;cali-ckn-s;
20088;8834;southw_ckn_l;1
46989;20649;bbq_ckn_l;1
37491;16552;hawaiian_l;1
5614;2487;the_greek_xl;
45415;19950;thai ckn l;1
32548;14386;cali_ckn_m;one
30405;13434;ckn_pesto_l;one
1608;718;cali-ckn-m;1
9163;4014;thai_ckn_l;1
12271;5387;s0ppressata_l;1
46278;20325;classic_dlx_l;
22159;9735;green_g@rden_l;1
2710;1203;ital_supr_l;1
14848;6504;veggie_veg_l;1
33230;14689;ital_cpcllo_m;
40822;17985;bbq_ckn_l;1
17250;7590;hawaiian_s;1
8844;3877;five_cheese_l;1
1352;601;bbq_ckn_l;1
1145;499;p3p msh p3p m;
17918;7860;the_greek_m;1
47771;21001;thai-ckn-s;1
47498;20870;napolitana-l;
31599;13951;ital_cpcll0_l;
6713;2961;ital_supr_s;1
4277;1897;pep_msh_pep_l;1
20001;8797;five_cheese_l;-1
41605;18306;cali_ckn_m;1
17339;7626;cali_ckn_s;1
47536;20885;thai ckn l;1
14155;6195;ital_supr_s;one
28861;12727;s0uthw_ckn_s;-1
5950;2635;pepperoni_l;
25044;11018;ital_cpcllo_s;one
32360;14301;mediterr@neo_l;2
41301;18183;southw_ckn_m;-1
45170;19856;ckn-pesto-l;1
507;217;;1
20836;9140;southw_ckn_s;
7816;3436;;1
14676;6415;calabrese-m;one
31175;13766;hawaiian-l;1
13184;5776;ital_veggie_s;1
9410;4122;veggie_veg_l;1
13414;5884;soppressata_l;1
33536;14808;mediterraneo_l;1
22371;9825;spin_pesto_l;1
2844;1257;four_cheese_m;1
23179;10194;ckn_pesto_m;one
14346;6276;thai_ckn_l;one
19073;8377;spinach_fet_l;1
25475;11209;hawaiian_m;1
4215;1871;ital_cpcllo_l;-1
11768;5172;spicy_ital_s;1
45772;20093;pep_msh_pep_l;1
18627;8181;pepperoni_l;1
31724;14008;hawaiian_l;1
37865;16716;;1
21702;9525;hawaiian_s;1
42811;18831;cali-ckn-m;1
31363;13847;ital-supr-l;one
9639;4225;napolitana m;1
29064;12821;;1
29485;13027;mexicana_l;1
27275;12003;peppr_salami_s;1
7371;3248;;1
8488;3716;napolitana_s;1
29542;13053;napolitana-l;1
42543;18712;;
41778;18376;hawaiian l;one
13526;5934;sicilian_s;1
33886;14963;thai_ckn_l;1
3123;1381;spinach_fet_l;
14054;6161;;1
2711;1204;big meat s;
16459;7247;ckn_pesto_l;1
16199;7125;spin_pesto_m;
33140;14645;brie_carre_s;1
48117;21150;bbq_ckn_l;1
42080;18514;hawaiian l;2
28504;12556;five_cheese_l;1
27656;12177;napolitana s;1
10266;4490;napolitana_s;1
29272;12924;spinach-fet-l;1
38743;17079;;1
37399;16505;big-meat-s;1
32219;14235;calabrese_s;1
29662;13103;spinach-supr-s;1
19327;8497;thai-ckn-l;
16197;7125;pep msh pep m;one
31325;13830;green_garden_s;1
46833;20563;classic_dlx_m;
44789;19682;ital cpcllo l;one
18294;8034;bbq_ckn_l;1
603;267;mediterraneo-l;One
1405;625;spinach_fet_l;1
39400;17350;napolitana_s;1
10711;4692;pep_msh_pep_s;one
39280;17302;thai-ckn-l;1
28508;12556;spicy_ital_s;1
40671;17920;cali-ckn-s;1
25740;11326;ckn_pesto_m;one
35534;15687;c@li-ckn-m;1
40641;17907;veggie veg m;1
6372;2816;big_meat_s;1
30231;13352;ital_veggie_l;1
28162;12402;bbq_ckn_l;
25273;11122;ckn_alfredo_m;-1
43127;18957;ital-cpcllo-l;1
32391;14311;spin@ch_fet_s;1
19670;8648;;1
17848;7828;ckn_pesto_m;
37122;16392;pep_msh_pep_l;1
48043;21115;thai_ckn_s;one
30074;13286;green-garden-m;1
17253;7590;;
32209;14233;brie_carre_s;-1
41970;18466;cali_ckn_s;1
906;394;spicy-ital-l;1
16522;7274;prsc_argla_l;1
15270;6697;spicy_it@l_l;
28898;12746;prsc_argla_m;one
47405;20835;ital_cpcllo_m;
42028;18490;big-meat-s;1
18593;8166;classic_dlx_m;one
5362;2370;thai_ckn_l;1
46994;20653;peppr-salami-m;1
905;394;sicilian_l;
35580;15706;prsc_argla_m;1
30818;13612;spin-pesto-m;1
34683;15311;southw_ckn_l;1
5840;2589;mediterraneo-l;1
6208;2749;big_meat_s;1
5151;2280;spinach-fet-m;1
21890;9610;peppr_salami_m;1
1327;589;mediterraneo-m;1
30027;13262;five cheese l;
32563;14391;sicilian-s;
27173;11957;ital cpcllo l;one
6580;2910;hawaiian_m;1
20850;9147;sicilian_s;one
34716;15325;ital_supr_l;1
11793;5184;s0uthw_ckn_l;1
1414;628;veggie_veg_s;one
41288;18178;;One
32665;14431;pepperoni_s;1
12452;5470;big_meat_s;1
47827;21024;;one
7625;3360;ital supr s;1
18722;8226;pepperoni_s;1
32055;14156;;1
46198;20291;bbq-ckn-l;
5848;2593;sicilian_s;one
47636;20931;h@w@ii@n_s;1
33604;14832;peppr-salami-l;1
11863;5208;hawaiian_s;1
18781;8253;classic-dlx-m;one
8278;3634;southw-ckn-l;1
40873;18001;four_cheese_l;
41456;18248;ital_veggie_l;1
19547;8594;spinach-fet-m;one
9486;4153;thai_ckn_s;
13844;6063;spinach_supr_l;1
36789;16237;spin_pesto_m;1
26670;11747;four_cheese_l;1
33576;14819;spicy-ital-l;1
26800;11799;ital-supr-m;1
2014;897;spinach_fet_l;
